,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,neglog10pvalue,,
THAPSDRAFT_269765,545.8996286,-1.088326975,0.742380322,-1.465996529,0.142649233,0.890926576,0.84573056,,
THAPSDRAFT_269773,293.5634751,-1.204251135,0.692347606,-1.739373582,0.081969072,0.826900481,1.086349981,,
THAPSDRAFT_269776,1266.821542,-1.883655533,0.792623317,-2.376482617,0.017478585,0.729761595,1.757493731,,
THAPSDRAFT_269777,73.62262498,0.473130765,0.58961621,0.802438531,0.422299332,0.97365412,0.374379605,,
THAPSDRAFT_269779,822.7092372,-0.970287883,0.751979172,-1.290312178,0.19694229,0.915270943,0.705661016,,
THAPSDRAFT_269780,385.7097413,-0.303882621,0.658371342,-0.461567206,0.644391716,0.982569556,0.190850051,,
THAPSDRAFT_269792,195.6865101,-1.041366061,0.629862655,-1.653322438,0.098265259,0.863335446,1.007599998,,
THAPSDRAFT_269798,56.56536846,-0.432340361,0.605113513,-0.714478114,0.474931585,0.97365412,0.323368947,,
THAPSDRAFT_2698,66.71207639,0.670711157,0.613372737,1.093480548,0.274182865,0.942935048,0.56195969,,
THAPSDRAFT_269802,48.76150505,-0.062892969,0.611120717,-0.10291415,0.918031107,0.995550825,0.037142603,,
THAPSDRAFT_269819,71.5494604,0.226744233,0.578138158,0.392197314,0.694912428,0.982569556,0.158069921,,
THAPSDRAFT_269820,64.16697191,-0.44806284,0.594340291,-0.753882661,0.450919683,0.97365412,0.345900807,,
THAPSDRAFT_269821,95.51726551,-0.07140048,0.550291656,-0.12975025,0.896764025,0.995550825,0.047321822,,
THAPSDRAFT_269826,571.4180934,-1.205380778,0.752572798,-1.601679972,0.109226396,0.867442292,0.961672395,,
THAPSDRAFT_269828,44.19380098,-1.007754655,0.670773738,-1.502376432,0.132999919,0.884486644,0.876148622,,
THAPSDRAFT_269843,40.35086177,-0.025107981,0.633078447,-0.039660142,0.968364078,0.996171289,0.013961329,,
THAPSDRAFT_269844,14.30989208,0.174241742,0.757380245,0.230058473,0.818046333,0.994434124,0.087222098,,
THAPSDRAFT_269858,114.9342216,-0.28249752,0.546852267,-0.516588368,0.605443537,0.980313229,0.217926352,,
THAPSDRAFT_269863,226.4131688,-0.097970369,0.568109574,-0.172449777,0.863083942,0.995550825,0.063946963,,
THAPSDRAFT_269866,310.0982267,0.298034544,0.624117633,0.47752944,0.632985162,0.982569556,0.19860647,,
THAPSDRAFT_269868,62.56574724,0.124871342,0.587240394,0.212640927,0.831607046,0.994434124,0.080081839,,
THAPSDRAFT_269871,58.25086812,-0.044496161,0.592154906,-0.075142772,0.940101117,0.995550825,0.026825431,,
THAPSDRAFT_269874,66.13900651,0.519998541,0.60207396,0.863678843,0.387764339,0.969441629,0.411432133,,
THAPSDRAFT_269876,645.4620933,1.995964148,0.792939281,2.517171486,0.011830123,0.729761595,1.927010724,,
THAPSDRAFT_269889,114.8162366,0.399278354,0.556881367,0.716989969,0.473380286,0.97365412,0.324789832,,
THAPSDRAFT_269893,339.9652806,-0.385887058,0.642703821,-0.600411956,0.548231722,0.97365412,0.261035839,,
THAPSDRAFT_269896,170.0163503,0.722673699,0.587664897,1.229737735,0.218795331,0.929775347,0.659961949,,
THAPSDRAFT_269900,6037.105813,-1.172757593,0.782184427,-1.499336412,0.133786381,0.884486644,0.873588095,,
THAPSDRAFT_269901,352.3705581,-1.675995956,0.754389073,-2.221659905,0.026306298,0.729761595,1.579940262,,
THAPSDRAFT_269908,3321.984982,-0.471167013,0.758781567,-0.620952107,0.534631136,0.97365412,0.271945753,,
THAPSDRAFT_269917,418.8298096,-0.835960742,0.702660928,-1.189707167,0.234161507,0.942302876,0.630484495,,
THAPSDRAFT_269925,107.5517331,-1.43534282,0.665899051,-2.15549612,0.031123032,0.729761595,1.506918102,,
THAPSDRAFT_269975,250.178714,-1.898131272,0.743572643,-2.552718004,0.0106886,0.729761595,1.971079191,,
THAPSDRAFT_269976,66.34126647,-0.832208462,0.621525887,-1.338976348,0.180578373,0.899400879,0.743334264,,
THAPSDRAFT_269985,106.9618082,-1.2297515,0.641362214,-1.917405599,0.055186423,0.774846394,1.258167751,,
THAPSDRAFT_269988,63.88043697,0.031923642,0.583515969,0.054709115,0.956370208,0.995550825,0.019373961,,
THAPSDRAFT_269997,163.6788716,-0.472655627,0.559285311,-0.845106456,0.398051404,0.969441629,0.40006084,,
THAPSDRAFT_270000,312.1039713,-0.371186411,0.628047886,-0.591016098,0.554509635,0.974668053,0.256090903,,
THAPSDRAFT_270004,80.85341851,0.034353195,0.562622244,0.061059077,0.95131216,0.995550825,0.021676952,,
THAPSDRAFT_270005,139.2559816,-0.495982973,0.557753133,-0.889251793,0.373867773,0.969441629,0.427281969,,
THAPSDRAFT_270007,58.67224303,0.049005753,0.592133984,0.082761257,0.934041376,0.995550825,0.029633885,,
THAPSDRAFT_270013,237.9925514,-1.052101445,0.650436217,-1.617532077,0.105763477,0.865007282,0.975664279,,
THAPSDRAFT_270017,181.612588,0.024264252,0.545502086,0.044480585,0.964521328,0.995550825,0.015688165,,
THAPSDRAFT_270023,85.18515262,0.638773915,0.592134894,1.078764182,0.280692866,0.942935048,0.551768626,,
THAPSDRAFT_270027,91.74174628,-0.176222075,0.554539726,-0.317780794,0.75065122,0.987214837,0.124561805,,
THAPSDRAFT_270029,297.2547194,0.29934623,0.617237334,0.484977517,0.627692294,0.982268126,0.202253203,,
THAPSDRAFT_27003,113.2487219,0.816748549,0.596094025,1.370167314,0.170634679,0.899400879,0.7679327,,
THAPSDRAFT_270030,60.94766757,0.063985603,0.588551411,0.108717101,0.913426878,0.995550825,0.039326213,,
THAPSDRAFT_270031,75.42610961,-0.260275439,0.571783633,-0.455199177,0.648965953,0.982569556,0.187778087,,
THAPSDRAFT_270037,56.12713855,0.021565541,0.5963541,0.036162308,0.97115294,0.996496528,0.012712371,,
THAPSDRAFT_270038,87.20775221,0.264079606,0.563772449,0.468415239,0.639487672,0.982569556,0.194167823,,
THAPSDRAFT_270048,56.44738348,0.896859713,0.647843389,1.384377349,0.166242941,0.899400879,0.779256786,,
THAPSDRAFT_270060,67.95934614,-0.755093944,0.612597118,-1.232610997,0.217720932,0.929775347,0.662099815,,
THAPSDRAFT_270065,44.78372586,0.111732823,0.622650021,0.179447232,0.857586548,0.995091298,0.06672204,,
THAPSDRAFT_270069,64.13326192,-0.590186413,0.603640404,-0.977711911,0.328216829,0.961315286,0.483839155,,
THAPSDRAFT_270071,206.4399979,0.515799063,0.581233176,0.887421924,0.374851784,0.969441629,0.426140418,,
THAPSDRAFT_270087,130.8790483,0.12726022,0.53978064,0.235762846,0.8136167,0.994434124,0.089580146,,
THAPSDRAFT_270092,31.61997355,0.658384918,0.687388936,0.957805521,0.338160835,0.964400209,0.470876693,,
THAPSDRAFT_270110,69.96509073,0.305165649,0.58371326,0.522800611,0.601113015,0.97999877,0.221043869,,
THAPSDRAFT_270113,61.84098238,-0.119184217,0.586550954,-0.203194993,0.838982626,0.994434124,0.076247033,,
THAPSDRAFT_270115,79.75784373,0.399870992,0.578217707,0.691557846,0.489215042,0.97365412,0.310500198,,
THAPSDRAFT_270116,228.1492335,-0.732058252,0.610632434,-1.198852552,0.230585284,0.941583107,0.637168413,,
THAPSDRAFT_270120,283.7538671,-1.178487286,0.685616388,-1.718872692,0.085637556,0.834842209,1.067335737,,
THAPSDRAFT_270121,34.43475798,0.675211865,0.679044729,0.994355506,0.320049822,0.960279894,0.494782411,,
THAPSDRAFT_270127,117.883846,0.687772881,0.581341695,1.183078536,0.236778024,0.942302876,0.625658609,,
THAPSDRAFT_270136,1267.057512,-1.168979416,0.772796702,-1.51266098,0.130365796,0.884486644,0.88483634,,
THAPSDRAFT_270137,355.8089774,-1.470141961,0.738746344,-1.990049728,0.046585458,0.743069576,1.331749632,,
THAPSDRAFT_270138,1376.193614,-0.942980056,0.763577537,-1.234949969,0.216849125,0.927352607,0.663842326,,
THAPSDRAFT_270139,105.0234836,-0.367537216,0.554881726,-0.662370373,0.507733886,0.97365412,0.294363851,,
THAPSDRAFT_270141,98.46688991,0.331879523,0.559573002,0.593094237,0.553118087,0.973864621,0.25718214,,
THAPSDRAFT_270145,885.7132143,-1.564954651,0.784256029,-1.995463972,0.0459923,0.743069576,1.337314873,,
THAPSDRAFT_270148,388.8953357,-1.840174741,0.772758965,-2.381304941,0.017251424,0.729761595,1.763175038,,
THAPSDRAFT_270199,175.6459192,-0.532346152,0.567644803,-0.9378156,0.348339183,0.968014203,0.457997672,,
THAPSDRAFT_2702,63.05454214,0.496476073,0.604616086,0.821142679,0.411565002,0.969441629,0.385561563,,
THAPSDRAFT_270201,37.41809237,0.020616702,0.642500993,0.032088203,0.974401711,0.996496528,0.011261962,,
THAPSDRAFT_270206,66.99861133,0.210511444,0.583444465,0.360808023,0.718242965,0.982569556,0.143728619,,
THAPSDRAFT_270210,1091.327317,1.418246231,0.781549122,1.814660386,0.069576116,0.808193359,1.157539817,,
THAPSDRAFT_270211,61.11621753,-0.369235391,0.594726089,-0.620849493,0.534698656,0.97365412,0.271890908,,
THAPSDRAFT_270212,131.3004232,0.170162419,0.54113498,0.314454666,0.753175743,0.987214837,0.123103675,,
THAPSDRAFT_270213,195.1302952,1.373580564,0.671367926,2.045943082,0.040761971,0.729761595,1.389744825,,
THAPSDRAFT_270220,717.0284087,0.988086201,0.748493904,1.320099196,0.186801901,0.906986467,0.728618708,,
THAPSDRAFT_270221,44.86800085,1.38181854,0.712114355,1.940444721,0.052325666,0.759797915,1.281285234,,
THAPSDRAFT_270222,232.1607226,1.825834184,0.732340696,2.493148603,0.012661584,0.729761595,1.897511951,,
THAPSDRAFT_270227,265.0279659,0.984516379,0.657935406,1.496372393,0.134556639,0.884486644,0.871094868,,
THAPSDRAFT_270228,121.9627551,0.790448509,0.712977295,1.108658739,0.267577428,0.942935048,0.572550525,,
THAPSDRAFT_270229,687.8524097,1.345528981,0.768478148,1.75090077,0.079963004,0.826036412,1.097110898,,
THAPSDRAFT_270230,38.02487224,0.501985273,0.65739925,0.763592708,0.445109996,0.97365412,0.351532652,,
THAPSDRAFT_270233,989.0006332,1.496083071,0.783282493,1.910017248,0.056130993,0.774846394,1.250797278,,
THAPSDRAFT_270237,36.38993758,-0.628930163,0.661873164,-0.950227624,0.341996605,0.964400209,0.465978205,,
THAPSDRAFT_270240,44.64888589,0.878357058,0.667378408,1.316130471,0.188130255,0.906986467,0.725541355,,
THAPSDRAFT_270241,350.4490885,1.642247865,0.752019567,2.183783423,0.028978166,0.729761595,1.5379291,,
THAPSDRAFT_270242,94.70822568,1.472792503,0.677894787,2.172597476,0.029810626,0.729761595,1.525628904,,
THAPSDRAFT_270246,75.4766746,0.402513522,0.58280278,0.690651342,0.489784674,0.97365412,0.309994808,,
THAPSDRAFT_270249,291.7094255,-1.197725609,0.691013718,-1.733287746,0.083044538,0.826900481,1.080688928,,
THAPSDRAFT_270251,153.2119187,0.621872452,0.573804258,1.083771065,0.278466318,0.942935048,0.555227328,,
THAPSDRAFT_270253,66.88062636,0.273671733,0.586227597,0.466835295,0.640617722,0.982569556,0.193401051,,
THAPSDRAFT_270255,79.20162884,-0.131321786,0.564559037,-0.232609483,0.816064663,0.994434124,0.088275427,,
THAPSDRAFT_270256,256.9881326,-0.250613218,0.590859146,-0.424150528,0.671456038,0.982569556,0.172982417,,
THAPSDRAFT_270259,59.43071788,0.452906184,0.607194086,0.745900191,0.45572771,0.97365412,0.341294564,,
THAPSDRAFT_270261,79.9263937,0.972050101,0.629773233,1.543492244,0.122711388,0.873799354,0.911115132,,
THAPSDRAFT_270271,123.5639798,0.510253435,0.563561664,0.905408349,0.365249095,0.968560082,0.437410852,,
THAPSDRAFT_270273,52.57073428,0.280868262,0.610300058,0.460213395,0.645363057,0.982569556,0.190195899,,
THAPSDRAFT_270280,71.02695551,0.780295145,0.618398095,1.261800694,0.207020513,0.923409608,0.68398662,,
THAPSDRAFT_270281,98.77027985,1.1774529,0.642173009,1.833544673,0.066721611,0.800061235,1.175733473,,
THAPSDRAFT_270286,122.0301751,-0.234957658,0.543101694,-0.432621848,0.665289515,0.982569556,0.176989321,,
THAPSDRAFT_270287,31.50198857,0.782880431,0.695725778,1.125271558,0.260473978,0.942935048,0.584235657,,
THAPSDRAFT_270288,1389.104542,0.307918881,0.738332857,0.417046157,0.676644647,0.982569556,0.16963935,,
THAPSDRAFT_270291,259.4658171,-0.035417134,0.587292386,-0.060305794,0.951912087,0.995550825,0.021403159,,
THAPSDRAFT_270295,7.904993387,0.4368389,0.793060652,0.550826596,0.58175255,0.977220301,0.235261704,,
THAPSDRAFT_270296,26.05782468,1.240274893,0.744895158,1.66503283,0.095906206,0.858928986,1.018153289,,
THAPSDRAFT_270299,13.88851717,-0.127107276,0.758277805,-0.167626264,0.866877308,0.995550825,0.062042365,,
THAPSDRAFT_2703,379.8273475,-0.222946974,0.653216095,-0.341306614,0.732872769,0.987162755,0.134971415,,
THAPSDRAFT_270300,63.47591705,0.579600534,0.610128728,0.949964339,0.342130373,0.964400209,0.465808369,,
THAPSDRAFT_270301,111.9003222,0.13862693,0.544431016,0.254627171,0.799011071,0.992583474,0.097447203,,
THAPSDRAFT_270302,57.8632032,0.016081685,0.593156969,0.027112023,0.978370385,0.997600682,0.009496702,,
THAPSDRAFT_270306,229.9021531,1.339996052,0.681080749,1.967455481,0.049130724,0.755922228,1.30864684,,
THAPSDRAFT_270308,33.23805322,0.740135308,0.687152573,1.077104762,0.281433466,0.942935048,0.550624261,,
THAPSDRAFT_270309,101.1468344,-0.020313466,0.546779466,-0.037151114,0.970364517,0.996496528,0.013065093,,
THAPSDRAFT_270310,121.2211353,0.357949227,0.552414418,0.647972275,0.517002882,0.97365412,0.286507036,,
THAPSDRAFT_270314,73.65633497,0.596327077,0.599091144,0.995386233,0.319548452,0.960279894,0.495463282,,
THAPSDRAFT_270316,77.71838915,0.287355448,0.573838622,0.500760035,0.616540015,0.980814206,0.210038731,,
THAPSDRAFT_270321,96.24203037,1.649606584,0.697008103,2.366696423,0.017947648,0.729761595,1.745992464,,
THAPSDRAFT_270323,122.8729249,1.70340207,0.6979357,2.440628944,0.014661711,0.729761595,1.833815353,,
THAPSDRAFT_270328,173.9604195,0.181341793,0.546650716,0.331732471,0.74009128,0.987162755,0.130714713,,
THAPSDRAFT_270329,116.4848812,-0.404561305,0.553290804,-0.731191088,0.464662443,0.97365412,0.332862428,,
THAPSDRAFT_270331,78.61170396,1.062926818,0.640654884,1.659125443,0.097090517,0.861393582,1.012823185,,
THAPSDRAFT_270332,55.60463366,-0.561017815,0.614246996,-0.913342383,0.361062498,0.968014203,0.442417617,,
THAPSDRAFT_270334,44.39606094,0.189592411,0.625658826,0.303028429,0.761868196,0.990012108,0.118120156,,
THAPSDRAFT_270336,74.54964979,0.437418794,0.586110899,0.746307218,0.455481852,0.97365412,0.341528922,,
THAPSDRAFT_270338,129.9014585,1.477126579,0.671887528,2.198472986,0.027915418,0.729761595,1.554155871,,
THAPSDRAFT_270340,276.3713786,1.448143108,0.71149878,2.035341661,0.041816507,0.729761595,1.378652247,,
THAPSDRAFT_270343,73.13383008,1.141614998,0.653722862,1.746328704,0.080753851,0.826900481,1.092836759,,
THAPSDRAFT_270346,148.8970396,1.586012372,0.685427214,2.313903416,0.020673021,0.729761595,1.68459606,,
THAPSDRAFT_270348,177.9887637,0.414096308,0.561322929,0.737714934,0.460687695,0.97365412,0.336593388,,
THAPSDRAFT_270357,65.6839216,0.302425313,0.58927407,0.513216734,0.607799722,0.980313229,0.216239503,,
THAPSDRAFT_270359,154.8299984,-0.314213445,0.546736422,-0.57470736,0.565489229,0.974668053,0.247575663,,
THAPSDRAFT_270361,243.2850204,-0.789027121,0.62446942,-1.263516027,0.20640379,0.923409608,0.685282332,,
THAPSDRAFT_270364,154.4760435,0.249422271,0.545310897,0.457394621,0.64738743,0.982569556,0.188835737,,
THAPSDRAFT_270365,640.2538994,-1.410276271,0.769619524,-1.832433074,0.066886924,0.800061235,1.174658774,,
THAPSDRAFT_270367,196.9674898,-0.36746543,0.563419153,-0.652206139,0.5142682,0.97365412,0.288810329,,
THAPSDRAFT_270370,110.5687774,1.153784446,0.635704361,1.81497016,0.069528495,0.808193359,1.157837169,,
THAPSDRAFT_270372,61.7735624,0.74420477,0.626204159,1.188437922,0.234660923,0.942302876,0.629559225,,
THAPSDRAFT_270373,124.4910046,0.488041346,0.561531917,0.869124855,0.384778843,0.969441629,0.414788815,,
THAPSDRAFT_270374,33.92910808,0.896359049,0.696010128,1.287853455,0.19779698,0.915270943,0.703780343,,
THAPSDRAFT_270376,211.5470618,-0.321741963,0.567972742,-0.566474303,0.571071397,0.974668053,0.243309592,,
THAPSDRAFT_270378,58.85764799,1.512409269,0.706142299,2.14179107,0.032210298,0.729761595,1.492005252,,
THAPSDRAFT_270379,311.2106565,-0.781300146,0.658535467,-1.186420754,0.23545618,0.942302876,0.628089907,,
THAPSDRAFT_270386,54.45849389,0.354411655,0.61013644,0.580872788,0.561326194,0.974668053,0.250784692,,
THAPSDRAFT_270389,147.6160599,0.17648675,0.541303517,0.326040279,0.744393881,0.987162755,0.128197206,,
THAPSDRAFT_270391,224.7613791,-1.12473075,0.652505134,-1.723711726,0.084759897,0.829713915,1.071809579,,
THAPSDRAFT_270396,2660.611772,0.468046649,0.757362937,0.617995186,0.536578512,0.97365412,0.270366723,,
THAPSDRAFT_27048,37.63720732,0.595033064,0.664114961,0.895979007,0.370263975,0.968560082,0.43148854,,
THAPSDRAFT_2705,95.23073057,0.25867747,0.557617508,0.463897683,0.642721053,0.982569556,0.191977474,,
THAPSDRAFT_27083,371.5346892,-1.139546018,0.714539123,-1.594798635,0.110757272,0.86855233,0.955627748,,
THAPSDRAFT_27101,296.0580146,-1.355520587,0.708672462,-1.912760352,0.055778739,0.774846394,1.253531308,,
THAPSDRAFT_2711,106.6584182,-1.331447237,0.653654454,-2.036928272,0.04165723,0.729761595,1.380309607,,
THAPSDRAFT_2714,73.95972491,-0.252258244,0.573156511,-0.440121047,0.659849439,0.982569556,0.180555148,,
THAPSDRAFT_27167,536.0394556,-1.540263853,0.77093434,-1.997918334,0.045725515,0.743069576,1.339841398,,
THAPSDRAFT_2717,46.30067555,-0.379980441,0.623319319,-0.609607996,0.542121514,0.97365412,0.265903358,,
THAPSDRAFT_27187,3173.475608,-0.674063938,0.765305162,-0.880777984,0.378437998,0.969441629,0.422005263,,
THAPSDRAFT_2720,25.9566947,0.30764706,0.693680301,0.443499778,0.65740428,0.982569556,0.182167473,,
THAPSDRAFT_27208,66.44239645,0.663427778,0.613085394,1.082113167,0.279202246,0.942935048,0.554081093,,
THAPSDRAFT_27220,128.9238687,-0.052689863,0.537906615,-0.097953551,0.921969177,0.995550825,0.035283598,,
THAPSDRAFT_27236,49.40199492,-0.926792731,0.653855004,-1.41742852,0.156357679,0.899400879,0.805880784,,
THAPSDRAFT_2725,35.91799767,-0.191631009,0.647727316,-0.295851362,0.767343597,0.99086597,0.115010127,,
THAPSDRAFT_27273,459.1638163,-1.263844646,0.744425134,-1.697745803,0.089555749,0.84238153,1.04790653,,
THAPSDRAFT_27276,1071.084466,-0.709405059,0.745935321,-0.951027574,0.341590378,0.964400209,0.466494371,,
THAPSDRAFT_2728,188.7591065,-0.855958087,0.60545707,-1.413738692,0.15743864,0.899400879,0.80288867,,
THAPSDRAFT_27292,678.3124816,-1.376911642,0.769474311,-1.789418598,0.073547426,0.816414732,1.13343252,,
THAPSDRAFT_273,299.209899,-0.795533862,0.654076201,-1.21627092,0.223881735,0.93168784,0.649981335,,
THAPSDRAFT_2731,8.140963339,-0.212909585,0.79195764,-0.268839612,0.788053109,0.991234827,0.103444513,,
THAPSDRAFT_27318,41.73297149,0.258059439,0.63510444,0.406325987,0.684503093,0.982569556,0.164624585,,
THAPSDRAFT_2732,36.18767762,-0.173339808,0.646607887,-0.268075617,0.788641114,0.991234827,0.103120586,,
THAPSDRAFT_2733,43.50274613,0.441945963,0.638912059,0.691716421,0.489115433,0.97365412,0.310588634,,
THAPSDRAFT_2734,59.70039782,0.461844133,0.607340486,0.760436926,0.446993458,0.97365412,0.349698833,,
THAPSDRAFT_2735,23.47901021,0.943314951,0.73554612,1.282468801,0.199678243,0.916057194,0.699669254,,
THAPSDRAFT_27352,61.08250754,0.651958902,0.619294866,1.052743916,0.292458376,0.947141189,0.533935937,,
THAPSDRAFT_27365,514.4144951,-1.013954931,0.733735731,-1.381907529,0.167000096,0.899400879,0.777283279,,
THAPSDRAFT_2737,60.18919272,-0.337241608,0.594789877,-0.566992851,0.570719039,0.974668053,0.24357764,,
THAPSDRAFT_27377,117.2770661,1.15295569,0.634269961,1.817768081,0.069099587,0.808193359,1.160524548,,
THAPSDRAFT_27414,9612.353974,-1.619182759,0.793080689,-2.041636849,0.041187567,0.729761595,1.385233859,,
THAPSDRAFT_2742,85.16829763,0.157573104,0.561261405,0.280748156,0.778903571,0.991234827,0.108516305,,
THAPSDRAFT_27435,22.65311538,-0.661394701,0.715714498,-0.924104098,0.35543212,0.968014203,0.449243328,,
THAPSDRAFT_27451,142.188751,0.022555736,0.537429631,0.041969655,0.966522889,0.995912708,0.014787857,,
THAPSDRAFT_2755,20.47882082,0.379863437,0.723531644,0.525012887,0.599574232,0.97999877,0.22215704,,
THAPSDRAFT_27550,68.78524097,-1.185280282,0.655986022,-1.8068682,0.070782832,0.808193359,1.150072066,,
THAPSDRAFT_27556,1108.266589,-0.462405975,0.736235103,-0.628068362,0.529959158,0.97365412,0.275757599,,
THAPSDRAFT_27557,527.3928424,0.170231712,0.690566923,0.246510087,0.805287397,0.99401533,0.094049098,,
THAPSDRAFT_27564,81.15680844,0.15571253,0.56495146,0.275621077,0.78283912,0.991234827,0.10632748,,
THAPSDRAFT_2759,71.29663546,-0.225214481,0.575480754,-0.391350153,0.695538432,0.982569556,0.157678868,,
THAPSDRAFT_27599,81.02196847,-0.298700204,0.567572089,-0.526277119,0.598695678,0.97999877,0.222793877,,
THAPSDRAFT_27618,202.3947987,-0.967247536,0.623933436,-1.550241548,0.121083551,0.873799354,0.916914851,,
THAPSDRAFT_27656,1047.032386,-0.527047719,0.736976645,-0.715148469,0.474517307,0.97365412,0.323747943,,
THAPSDRAFT_2767,45.45792573,0.906211981,0.668037776,1.35652805,0.174931217,0.899400879,0.757132683,,
THAPSDRAFT_27686,75.25755965,0.095928039,0.569651807,0.168397673,0.866270439,0.995550825,0.062346505,,
THAPSDRAFT_27688,81.89842829,-0.046118457,0.561166773,-0.082183156,0.934501067,0.995550825,0.029420198,,
THAPSDRAFT_2769,28.11413426,0.455028389,0.690017739,0.65944448,0.509610387,0.97365412,0.292761728,,
THAPSDRAFT_277,101.5513543,0.352217757,0.559117972,0.629952487,0.528725671,0.97365412,0.276769603,,
THAPSDRAFT_2770,36.60905253,1.884853318,0.765930216,2.460868208,0.013860127,0.729761595,1.858232793,,
THAPSDRAFT_2771,40.63739671,0.937466341,0.681352076,1.375891222,0.168855313,0.899400879,0.772485269,,
THAPSDRAFT_2772,1078.938895,-1.806533363,0.792651008,-2.279103092,0.022660938,0.729761595,1.644722122,,
THAPSDRAFT_2773,166.695916,-0.557128133,0.567245447,-0.982164134,0.326018994,0.961003642,0.486757097,,
THAPSDRAFT_2774,32.3615934,0.186451093,0.663323279,0.28108631,0.778644201,0.991234827,0.108660946,,
THAPSDRAFT_2775,38.81705708,-0.448542916,0.645712638,-0.694647882,0.487275998,0.97365412,0.312224981,,
THAPSDRAFT_2777,46.14898059,1.024430649,0.677048172,1.513083841,0.130258364,0.884486644,0.885194382,,
THAPSDRAFT_27773,47.31197535,-0.694305137,0.638856019,-1.08679439,0.277127687,0.942935048,0.557320082,,
THAPSDRAFT_27776,75.67893456,0.16895899,0.571151639,0.295821598,0.767366328,0.99086597,0.114997261,,
THAPSDRAFT_2779,135.4467524,0.990824854,0.613497624,1.615042691,0.10630145,0.866125578,0.973460811,,
THAPSDRAFT_27811,36.87873248,-0.012530962,0.643978732,-0.019458658,0.984475217,0.998152064,0.006795212,,
THAPSDRAFT_27813,142.7786759,-0.129787294,0.538379146,-0.241070433,0.809500528,0.994434124,0.091782864,,
THAPSDRAFT_2782,40.36771676,-0.773808857,0.660323565,-1.171863157,0.241252001,0.942935048,0.617529076,,
THAPSDRAFT_27822,6.522883669,-0.595250087,0.79031176,-0.753183892,0.451339418,0.97365412,0.345496736,,
THAPSDRAFT_27834,209.4233323,-1.002165873,0.631130422,-1.587890295,0.112311148,0.86855233,0.949577132,,
THAPSDRAFT_27836,911.3328091,-0.9611438,0.75457516,-1.273754891,0.202750296,0.91942319,0.693038502,,
THAPSDRAFT_27850,317.5144252,-0.852821935,0.667940927,-1.276792453,0.201675531,0.919001127,0.695346792,,
THAPSDRAFT_27852,31.31658361,0.380239079,0.673986829,0.564163961,0.572642552,0.974749439,0.242116384,,
THAPSDRAFT_27892,102.3772491,0.054890112,0.546763211,0.100391012,0.920033905,0.995550825,0.036196168,,
THAPSDRAFT_2790,209.8952722,0.309060481,0.567924347,0.544193047,0.586308636,0.978439412,0.231873709,,
THAPSDRAFT_2791,64.30181188,-1.00628431,0.641076847,-1.569678136,0.11649001,0.873799354,0.933711316,,
THAPSDRAFT_2792,144.3293356,0.283987719,0.546150593,0.51998061,0.60307709,0.98002505,0.21962717,,
THAPSDRAFT_27922,66.10529651,0.383748188,0.593089131,0.647032912,0.517610643,0.97365412,0.285996802,,
THAPSDRAFT_2797,18.1359763,-0.460095662,0.733725928,-0.627067471,0.530615009,0.97365412,0.27522047,,
THAPSDRAFT_27986,131.4521182,0.208073628,0.54261711,0.383463079,0.701376441,0.982569556,0.154048826,,
THAPSDRAFT_2799,36.00227266,-0.540730346,0.658404159,-0.821274195,0.411490103,0.969441629,0.385640606,,
THAPSDRAFT_27997,264.1346511,-0.581364875,0.61640871,-0.943148378,0.345605014,0.967666717,0.461419966,,
THAPSDRAFT_28004,260.3085669,-0.267733437,0.59354447,-0.451075615,0.651935052,0.982569556,0.185795668,,
THAPSDRAFT_28025,160.2573073,0.301305576,0.549126569,0.548699686,0.583211562,0.977339837,0.234173875,,
THAPSDRAFT_28028,158.1841427,0.65088077,0.577523618,1.127020176,0.259733951,0.942935048,0.585471279,,
THAPSDRAFT_28038,121.2379903,0.091392696,0.540447001,0.16910575,0.865713462,0.995550825,0.062625829,,
THAPSDRAFT_2804,136.3569222,-0.423803226,0.552192269,-0.76749214,0.442788965,0.97365412,0.353803211,,
THAPSDRAFT_28049,801.2528265,-1.059671762,0.756349955,-1.401033681,0.161204002,0.899400879,0.792624182,,
THAPSDRAFT_2808,77.66782416,-0.358311614,0.573590604,-0.624681804,0.532179918,0.97365412,0.273941518,,
THAPSDRAFT_28100,168.9207755,-1.288438123,0.651207307,-1.97853757,0.047868095,0.748240534,1.31995386,,
THAPSDRAFT_2812,56.34625351,0.423421786,0.610548426,0.693510568,0.487989196,0.97365412,0.311589793,,
THAPSDRAFT_2814,152.7062688,0.675931868,0.579212971,1.166983306,0.243217111,0.942935048,0.614005874,,
THAPSDRAFT_28148,52.38532931,1.376513404,0.700337036,1.96550137,0.049356237,0.755922228,1.306657957,,
THAPSDRAFT_2816,34.35048299,1.037756561,0.705562036,1.470822561,0.14133911,0.890926576,0.849737649,,
THAPSDRAFT_2818,30.69294874,0.741825356,0.695843755,1.066080354,0.28638732,0.944256034,0.543046215,,
THAPSDRAFT_28185,1904.951711,-0.424360975,0.7500307,-0.565791474,0.571535543,0.974668053,0.242956756,,
THAPSDRAFT_28189,1623.220444,-1.653870029,0.792123029,-2.0878954,0.036807271,0.729761595,1.434066379,,
THAPSDRAFT_28199,81.57818336,-0.672302909,0.592236488,-1.135193326,0.256294325,0.942935048,0.59126101,,
